loan_id,customer_id,loan_type,loan_amount,repayment_term,application_date,approved
LOAN_001221,CUST_001005,mortgage,283217.77,25,2023-01-06,True
LOAN_001222,CUST_065532,auto,31457.36,6,2022-05-22,False
LOAN_001223,CUST_000101,business,38522.87,5,2023-12-04,True
LOAN_001224,CUST_000022,mortgage,260295.84,30,2023-12-08,True
LOAN_001225,CUST_000014,personal,16349.83,5,2022-11-23,True
LOAN_001226,CUST_001141,education,65517.37,15,2021-09-12,True
LOAN_001227,CUST_000537,personal,16112.85,3,2023-03-27,True
LOAN_001228,CUST_001679,education,41935.58,7,2021-02-23,True
LOAN_001229,CUST_001452,personal,23229.19,4,2022-09-30,True
LOAN_001230,CUST_001393,education,19041.07,15,2021-12-17,True
LOAN_001231,CUST_001590,mortgage,208891.46,30,2021-05-23,False
LOAN_001232,CUST_000328,business,74445.16,5,2023-10-18,True
LOAN_001233,CUST_000791,auto,35614.6,5,2023-10-08,True
LOAN_001234,CUST_001849,mortgage,270431.28,20,2023-03-31,True
LOAN_001235,CUST_001252,personal,12398.79,4,2023-08-01,True
LOAN_001236,CUST_001166,mortgage,169297.81,25,2022-11-07,False
LOAN_001237,CUST_001214,personal,10948.94,5,2021-10-13,True
LOAN_001238,CUST_000007,mortgage,233602.6,15,2022-01-18,True
LOAN_001239,CUST_001619,mortgage,183163.45,15,2022-12-17,True
LOAN_001240,CUST_001647,business,13428.08,7,2023-11-28,True
LOAN_001241,CUST_001304,mortgage,283209.71,20,2023-07-13,False
LOAN_001242,CUST_000612,auto,31418.15,5,2022-11-22,True
LOAN_001243,CUST_000928,personal,19586.03,2,2021-11-25,True
LOAN_001244,CUST_001604,business,83551.95,7,2021-02-13,True
LOAN_001245,CUST_000523,auto,25119.66,6,2022-06-20,False
LOAN_001246,CUST_000028,auto,22134.98,5,2023-11-18,True
LOAN_001247,CUST_001306,personal,7582.42,4,2023-04-01,False
LOAN_001248,CUST_000882,personal,23586.84,2,2022-02-01,False
LOAN_001249,CUST_000130,personal,18604.01,5,2023-05-29,False
LOAN_001250,CUST_000586,business,110981.92,10,2022-06-09,True
LOAN_001251,CUST_001021,personal,22517.16,2,2023-11-01,True
LOAN_001252,CUST_000439,auto,27414.62,5,2021-07-29,False
LOAN_001253,CUST_000910,education,14793.41,7,2023-05-02,True
LOAN_001254,CUST_001447,auto,21345.42,5,2022-11-24,True
LOAN_001255,CUST_000815,mortgage,214361.34,20,2022-07-05,True
LOAN_001256,CUST_001608,personal,7448.51,5,2023-03-12,True
LOAN_001257,CUST_000786,auto,5000.0,4,2022-04-06,False
LOAN_001258,CUST_001870,mortgage,368821.65,25,2022-12-01,True
LOAN_001259,CUST_000710,business,92505.96,3,2021-11-28,False
LOAN_001260,CUST_000994,mortgage,261405.9,30,2023-10-01,True
LOAN_001261,CUST_001704,business,80676.6,5,2022-06-04,True
LOAN_001262,CUST_002000,personal,12281.11,3,2023-06-16,False
LOAN_001263,CUST_000191,auto,22533.42,6,2021-05-02,True
LOAN_001264,CUST_000798,business,76247.88,10,2023-08-11,True
LOAN_001265,CUST_000091,personal,11360.55,5,2022-01-15,False
LOAN_001266,CUST_001394,education,34186.26,15,2022-08-22,True
LOAN_001267,CUST_001141,mortgage,107157.3,20,2022-06-02,False
LOAN_001268,CUST_001196,auto,33502.59,4,2022-07-22,True
LOAN_001269,CUST_001274,auto,16943.34,6,2022-06-26,True
LOAN_001270,CUST_001841,personal,27272.07,2,2023-05-16,True
LOAN_001271,CUST_000230,business,41296.11,7,2021-11-15,False
LOAN_001272,CUST_001795,auto,26881.35,5,2021-07-09,False
LOAN_001273,CUST_001053,personal,1000.0,3,2021-02-02,True
LOAN_001274,CUST_001812,personal,14420.95,2,2021-08-28,False
LOAN_001275,CUST_001384,personal,16992.45,3,2023-10-13,False
LOAN_001276,CUST_000784,auto,12274.44,5,2023-03-29,True
LOAN_001277,CUST_000651,auto,24346.32,6,2021-05-02,False
LOAN_001278,CUST_000783,mortgage,269212.71,30,2023-06-09,False
LOAN_001279,CUST_001193,auto,23843.44,5,2021-05-17,True
LOAN_001280,CUST_001889,personal,16754.02,3,2021-07-11,True
LOAN_001281,CUST_001595,personal,24379.88,3,2023-07-11,False
LOAN_001282,CUST_000300,auto,29331.53,3,2022-11-05,True
LOAN_001283,CUST_000691,personal,18147.77,5,2023-11-09,False
LOAN_001284,CUST_000502,personal,15620.93,5,2021-09-21,True
LOAN_001285,CUST_001756,personal,15065.46,4,2021-09-07,True
LOAN_001286,CUST_001199,auto,24495.79,3,2022-09-23,True
LOAN_001287,CUST_000942,mortgage,126764.83,25,2021-07-18,True
LOAN_001288,CUST_000283,education,51840.13,10,2023-10-18,True
LOAN_001289,CUST_001071,business,10000.0,3,2023-07-17,True
LOAN_001290,CUST_000340,mortgage,361470.9,20,2022-08-13,False
LOAN_001291,CUST_001298,auto,28634.29,5,2021-02-08,False
LOAN_001292,CUST_000566,mortgage,284658.27,20,2022-03-28,False
LOAN_001293,CUST_000430,auto,36927.12,5,2021-07-25,False
LOAN_001294,CUST_001018,mortgage,336096.12,20,2023-06-20,False
LOAN_001295,CUST_000062,personal,21580.66,4,2021-09-12,False
LOAN_001296,CUST_001190,personal,12379.65,4,2021-10-22,False
LOAN_001297,CUST_001674,auto,20431.21,5,2022-05-04,True
LOAN_001298,CUST_000415,auto,22190.1,5,2023-04-14,True
LOAN_001299,CUST_000802,personal,22139.52,4,2023-06-13,True
LOAN_001300,CUST_000666,auto,19037.03,3,2022-10-14,False
LOAN_001301,CUST_000864,auto,25413.68,6,2021-04-11,False
LOAN_001302,CUST_001689,mortgage,104104.91,30,2023-10-16,True
LOAN_001303,CUST_001894,auto,34441.6,4,2022-10-14,True
LOAN_001304,CUST_001282,education,39031.98,7,2021-10-25,True
LOAN_001305,CUST_001923,auto,34509.06,5,2023-12-27,True
LOAN_001306,CUST_001237,personal,7099.93,2,2022-09-01,True
LOAN_001307,CUST_000175,personal,14168.48,4,2021-08-18,True
LOAN_001308,CUST_000043,mortgage,302338.23,30,2022-01-28,False
LOAN_001309,CUST_001134,personal,19818.05,3,2023-12-23,True
LOAN_001310,CUST_000172,education,31309.55,5,2021-06-10,True
LOAN_001311,CUST_001646,mortgage,235402.92,25,2021-01-23,True
LOAN_001312,CUST_000999,business,81928.18,7,2022-07-18,True
LOAN_001313,CUST_001916,mortgage,285927.47,30,2021-05-24,False
LOAN_001314,CUST_001183,personal,11198.58,5,2021-09-24,True
LOAN_001315,CUST_000417,personal,11132.64,2,2023-01-28,True
LOAN_001316,CUST_001753,auto,28146.4,6,2023-03-21,False
LOAN_001317,CUST_000087,mortgage,188782.25,15,2021-06-12,True
LOAN_001318,CUST_000520,auto,27640.43,5,2021-06-05,False
LOAN_001319,CUST_000335,business,70629.42,3,2021-08-05,False
LOAN_001320,CUST_000561,mortgage,320757.82,25,2022-09-26,True
LOAN_001321,CUST_001021,business,151915.47,7,2021-12-12,False
LOAN_001322,CUST_001624,personal,3786.62,3,2022-07-21,True
LOAN_001323,CUST_001757,personal,18268.29,5,2021-04-13,False
LOAN_001324,CUST_001215,mortgage,273645.93,25,2021-11-26,True
LOAN_001325,CUST_000026,auto,17598.92,5,2021-10-14,False
LOAN_001326,CUST_001680,personal,25722.11,2,2022-03-19,False
LOAN_001327,CUST_001393,personal,19712.67,3,2023-07-18,True
LOAN_001328,CUST_000850,personal,26324.9,3,2021-06-27,True
LOAN_001329,CUST_001472,personal,16736.93,4,2021-12-12,True
LOAN_001330,CUST_001049,personal,15576.59,4,2023-10-24,True
LOAN_001331,CUST_001683,personal,18955.86,4,2021-03-09,False
LOAN_001332,CUST_001823,personal,18802.58,3,2023-09-26,True
LOAN_001333,CUST_000027,personal,20445.48,5,2023-01-18,True
LOAN_001334,CUST_001453,mortgage,340075.18,30,2021-02-13,True
LOAN_001335,CUST_000243,auto,5000.0,3,2021-03-15,True
LOAN_001336,CUST_000655,personal,20820.66,5,2022-10-02,True
LOAN_001337,CUST_000960,mortgage,258753.2,25,2023-05-19,True
LOAN_001338,CUST_000528,personal,10712.41,4,2023-06-06,True
LOAN_001339,CUST_000936,business,50231.33,5,2023-12-14,True
LOAN_001340,CUST_000477,business,65754.83,7,2022-09-09,True
LOAN_001341,CUST_001765,personal,3174.86,3,2021-02-16,True
LOAN_001342,CUST_000832,auto,20993.81,5,2021-10-12,False
LOAN_001343,CUST_000399,personal,11397.67,3,2021-12-12,True
LOAN_001344,CUST_000364,auto,12841.21,3,2021-11-04,False
LOAN_001345,CUST_000879,personal,25448.92,4,2023-07-26,False
LOAN_001346,CUST_000955,personal,24664.9,2,2023-01-24,True
LOAN_001347,CUST_000218,auto,34912.21,4,2021-08-26,False
LOAN_001348,CUST_001851,personal,19772.24,5,2021-08-12,True
LOAN_001349,CUST_000754,mortgage,342152.12,30,2021-09-12,True
LOAN_001350,CUST_000669,personal,11552.25,5,2021-12-23,False
LOAN_001351,CUST_001359,personal,16098.68,3,2021-12-25,True
LOAN_001352,CUST_000763,business,48665.83,3,2022-10-06,True
LOAN_001353,CUST_001488,personal,5971.95,4,2022-04-22,True
LOAN_001354,CUST_000093,mortgage,267927.51,25,2023-12-27,True
LOAN_001355,CUST_001326,personal,6134.91,3,2022-08-01,False
LOAN_001356,CUST_000818,personal,22853.38,3,2022-07-26,False
LOAN_001357,CUST_001188,mortgage,212002.92,30,2022-10-15,False
LOAN_001358,CUST_000564,mortgage,293259.27,25,2022-02-02,True
LOAN_001359,CUST_000612,mortgage,330873.7,25,2021-04-01,True
LOAN_001360,CUST_001992,business,73293.5,7,2023-02-08,False
LOAN_001361,CUST_001611,auto,14276.93,6,2021-09-15,False
LOAN_001362,CUST_000523,personal,8878.53,3,2022-08-03,True
LOAN_001363,CUST_001209,auto,34483.15,3,2022-12-13,True
LOAN_001364,CUST_001134,auto,33832.7,4,2021-11-04,False
LOAN_001365,CUST_000383,personal,25641.7,3,2022-11-05,True
LOAN_001366,CUST_000771,auto,35577.46,5,2021-11-24,True
LOAN_001367,CUST_000786,personal,20548.84,4,2022-06-09,True
LOAN_001368,CUST_001538,auto,25422.49,6,2022-10-03,True
LOAN_001369,CUST_001541,auto,20558.4,4,2022-10-22,True
LOAN_001370,CUST_000303,auto,42479.8,4,2023-10-18,True
LOAN_001371,CUST_001956,personal,23999.45,3,2021-12-31,True
LOAN_001372,CUST_000442,mortgage,206439.09,30,2021-09-05,True
LOAN_001373,CUST_000172,auto,24417.55,3,2022-11-08,True
LOAN_001374,CUST_000927,personal,11281.33,4,2023-10-11,True
LOAN_001375,CUST_000276,business,10000.0,3,2022-12-09,True
LOAN_001376,CUST_000073,auto,28779.01,4,2021-11-25,False
LOAN_001377,CUST_000047,personal,6242.64,2,2022-01-03,True
LOAN_001378,CUST_000968,auto,27341.73,3,2022-02-04,True
LOAN_001379,CUST_001875,personal,1712.35,2,2022-10-17,False
LOAN_001380,CUST_001697,personal,2324.61,4,2023-02-27,False
LOAN_001381,CUST_001766,auto,41047.7,3,2023-03-10,True
LOAN_001382,CUST_001565,business,134039.76,7,2022-05-05,False
LOAN_001383,CUST_000230,personal,4894.19,4,2022-09-05,False
LOAN_001384,CUST_000986,business,75861.93,5,2021-07-18,False
LOAN_001385,CUST_001944,mortgage,320878.9,15,2022-12-24,False
LOAN_001386,CUST_001729,auto,33262.16,4,2023-03-08,False
LOAN_001387,CUST_001022,auto,32393.44,6,2023-11-02,True
LOAN_001388,CUST_000214,business,130253.35,7,2023-06-16,True
LOAN_001389,CUST_001827,mortgage,286009.16,30,2022-04-14,True
LOAN_001390,CUST_001051,personal,3715.4,3,2023-11-01,True
LOAN_001391,CUST_001402,personal,8661.09,4,2021-04-22,True
LOAN_001392,CUST_000130,mortgage,211730.46,20,2023-06-20,True
LOAN_001393,CUST_000160,personal,16886.48,2,2021-02-07,True
LOAN_001394,CUST_001213,personal,21330.23,4,2022-03-18,True
LOAN_001395,CUST_000286,personal,8313.37,4,2021-05-30,True
LOAN_001396,CUST_000008,auto,21673.13,7,2022-11-20,True
LOAN_001397,CUST_001297,mortgage,252138.53,20,2022-04-01,False
LOAN_001398,CUST_000975,personal,16689.86,5,2022-09-05,False
LOAN_001399,CUST_000791,personal,11122.05,3,2022-04-14,True
LOAN_001400,CUST_000761,personal,12387.74,4,2022-01-16,True
LOAN_001401,CUST_000577,mortgage,237019.89,30,2022-05-19,False
LOAN_001402,CUST_000553,personal,6445.2,3,2022-01-31,False
LOAN_001403,CUST_001854,mortgage,210181.68,30,2021-05-23,False
LOAN_001404,CUST_000201,mortgage,161346.92,30,2022-06-26,False
LOAN_001405,CUST_001379,business,85947.51,5,2021-06-19,True
LOAN_001406,CUST_001022,mortgage,400644.3,30,2021-06-04,True
LOAN_001407,CUST_000716,auto,23703.75,4,2022-02-05,True
LOAN_001408,CUST_000463,mortgage,220903.99,25,2021-01-28,False
LOAN_001409,CUST_000191,mortgage,267930.61,30,2023-05-17,True
LOAN_001410,CUST_001240,personal,27844.38,2,2022-06-15,True
LOAN_001411,CUST_001183,personal,21062.19,2,2023-09-03,True
LOAN_001412,CUST_000230,mortgage,343380.64,30,2022-04-08,False
LOAN_001413,CUST_000172,mortgage,442289.29,20,2021-10-14,False
LOAN_001414,CUST_001525,mortgage,400458.16,25,2022-02-27,True
LOAN_001415,CUST_000011,business,96464.86,3,2023-12-27,True
LOAN_001416,CUST_001134,mortgage,50000.0,20,2022-07-08,False
LOAN_001417,CUST_001572,personal,11192.5,2,2023-01-28,True
LOAN_001418,CUST_000865,personal,23044.6,2,2021-10-22,True
LOAN_001419,CUST_001561,mortgage,194469.48,20,2022-02-17,False
LOAN_001420,CUST_000294,personal,5625.12,3,2022-08-27,True
LOAN_001421,CUST_001156,auto,19160.58,3,2021-10-20,True
LOAN_001422,CUST_000891,mortgage,477489.59,30,2023-06-23,True
LOAN_001423,CUST_000738,mortgage,115060.51,25,2023-07-13,False
LOAN_001424,CUST_000872,mortgage,172214.47,15,2022-10-25,False
LOAN_001425,CUST_001019,education,12347.3,7,2023-05-27,True
LOAN_001426,CUST_001059,auto,43007.98,4,2023-04-11,False
LOAN_001427,CUST_000383,business,10000.0,5,2022-02-25,True
LOAN_001428,CUST_001438,personal,8182.66,4,2023-11-09,True
LOAN_001429,CUST_000297,personal,9645.9,3,2021-11-12,False
LOAN_001430,CUST_000514,mortgage,96254.19,20,2022-08-26,False
LOAN_001431,CUST_001136,personal,10738.94,5,2023-08-20,False
LOAN_001432,CUST_000477,mortgage,375592.09,30,2023-09-01,False
LOAN_001433,CUST_000617,personal,1000.0,4,2021-05-29,True
LOAN_001434,CUST_001303,personal,10142.72,4,2022-05-30,False
LOAN_001435,CUST_000125,business,46376.83,10,2021-05-17,True
LOAN_001436,CUST_001231,auto,11034.31,7,2021-10-16,True
LOAN_001437,CUST_001513,personal,15218.81,4,2021-10-21,False
LOAN_001438,CUST_001222,personal,31469.67,4,2021-10-11,True
LOAN_001439,CUST_001470,personal,20791.58,2,2023-09-17,True
LOAN_001440,CUST_001093,auto,14404.32,3,2021-01-11,False
LOAN_001441,CUST_001773,personal,28507.49,4,2021-12-31,True
LOAN_001442,CUST_000245,personal,32397.02,3,2022-07-23,False
LOAN_001443,CUST_001614,auto,40560.87,3,2023-09-10,True
LOAN_001444,CUST_000158,personal,13285.9,5,2022-08-23,True
LOAN_001445,CUST_001589,mortgage,271122.46,20,2021-04-18,True
LOAN_001446,CUST_001760,mortgage,183022.86,20,2022-11-15,True
LOAN_001447,CUST_000958,education,26298.8,10,2022-08-27,True
LOAN_001448,CUST_001131,auto,37349.86,4,2021-11-09,True
LOAN_001449,CUST_001641,personal,6159.92,5,2023-03-13,True
LOAN_001450,CUST_000382,auto,26581.36,6,2022-12-30,True
LOAN_001451,CUST_001098,auto,20237.46,7,2022-05-10,True
LOAN_001452,CUST_000218,mortgage,219618.13,15,2021-12-17,True
LOAN_001453,CUST_000942,mortgage,66037.7,20,2023-05-20,False
LOAN_001454,CUST_000686,personal,15170.84,5,2023-05-07,True
LOAN_001455,CUST_000310,mortgage,86657.0,20,2022-02-28,True
LOAN_001456,CUST_000822,education,54575.07,7,2023-07-08,True
LOAN_001457,CUST_001851,personal,12482.43,3,2023-10-10,True
LOAN_001458,CUST_001932,personal,9636.94,3,2021-01-17,False
LOAN_001459,CUST_000951,business,62372.58,3,2022-11-28,True
LOAN_001460,CUST_000674,mortgage,293904.18,30,2021-04-28,True
LOAN_001461,CUST_000686,business,71034.56,5,2021-09-04,False
LOAN_001462,CUST_001326,auto,24908.68,5,2023-04-10,True
LOAN_001463,CUST_001124,auto,35989.18,6,2023-12-09,True
LOAN_001464,CUST_001452,business,78772.99,3,2021-07-28,True
LOAN_001465,CUST_000707,mortgage,136926.45,30,2023-07-07,True
LOAN_001466,CUST_000952,mortgage,223347.57,25,2022-11-24,True
LOAN_001467,CUST_001887,business,29406.64,5,2022-07-31,False
LOAN_001468,CUST_001985,auto,16881.24,5,2021-09-01,False
LOAN_001469,CUST_000998,personal,20815.24,3,2021-03-28,True
LOAN_001470,CUST_000611,mortgage,344512.42,25,2022-09-19,True
LOAN_001471,CUST_000163,mortgage,353414.35,20,2023-07-31,False
LOAN_001472,CUST_001124,auto,25563.8,5,2022-03-13,True
LOAN_001473,CUST_000097,auto,38037.17,5,2023-10-22,True
LOAN_001474,CUST_000502,business,18703.43,3,2023-02-13,False
LOAN_001475,CUST_000885,mortgage,518171.23,25,2023-01-07,False
LOAN_001476,CUST_001486,education,18330.96,5,2022-12-20,False
LOAN_001477,CUST_001159,mortgage,223033.19,20,2022-05-29,False
LOAN_001478,CUST_000292,education,24023.65,7,2023-12-09,False
LOAN_001479,CUST_001320,auto,45251.78,3,2022-06-18,True
LOAN_001480,CUST_001917,personal,15375.87,2,2023-03-31,True
LOAN_001481,CUST_001582,education,35688.37,10,2022-05-24,False
LOAN_001482,CUST_001196,business,121780.89,7,2021-05-20,False
LOAN_001483,CUST_001067,personal,19385.1,3,2022-03-16,True
LOAN_001484,CUST_001142,mortgage,204419.43,30,2021-10-05,False
LOAN_001485,CUST_000762,auto,30406.07,4,2023-09-08,False
LOAN_001486,CUST_000436,personal,19222.21,5,2023-10-06,True
LOAN_001487,CUST_000475,personal,7184.1,3,2022-08-23,True
LOAN_001488,CUST_001323,personal,14705.96,4,2023-11-21,True
LOAN_001489,CUST_001573,mortgage,242887.87,25,2021-09-27,True
LOAN_001490,CUST_000804,business,80440.75,3,2022-10-14,True
LOAN_001491,CUST_000454,auto,34329.3,4,2021-08-28,True
LOAN_001492,CUST_001070,auto,6469.49,5,2022-04-20,True
LOAN_001493,CUST_001029,education,21325.95,7,2023-03-20,True
LOAN_001494,CUST_001757,auto,26355.79,7,2021-09-24,False
LOAN_001495,CUST_001239,business,32599.03,3,2021-09-11,True
LOAN_001496,CUST_001986,personal,4365.1,5,2023-06-14,True
LOAN_001497,CUST_001626,personal,20925.06,4,2021-01-05,True
LOAN_001498,CUST_001004,personal,16986.2,2,2021-01-08,True
LOAN_001499,CUST_000635,personal,6240.24,4,2023-03-05,True
LOAN_001500,CUST_001608,personal,12720.13,4,2023-06-01,True
LOAN_001501,CUST_000123,mortgage,247670.0,30,2023-10-18,False
LOAN_001502,CUST_001261,auto,17600.67,3,2022-03-16,True
LOAN_001503,CUST_000472,personal,1074.2,3,2021-08-21,True
LOAN_001504,CUST_001410,personal,13470.28,5,2021-07-01,False
LOAN_001505,CUST_001401,personal,10839.71,4,2023-05-29,True
LOAN_001506,CUST_000980,auto,31597.4,5,2021-05-31,True
LOAN_001507,CUST_000299,education,5000.0,7,2023-07-02,True
LOAN_001508,CUST_000871,mortgage,384299.12,15,2023-08-03,True
LOAN_001509,CUST_001950,auto,18745.07,5,2023-04-21,True
LOAN_001510,CUST_000961,personal,19696.67,4,2022-07-23,False
LOAN_001511,CUST_000707,personal,30557.88,5,2023-07-23,True
LOAN_001512,CUST_001275,business,10000.0,5,2022-11-15,False
LOAN_001513,CUST_001998,mortgage,89556.48,30,2023-08-17,True
LOAN_001514,CUST_001075,auto,34574.72,3,2022-11-11,True
LOAN_001515,CUST_001309,auto,27944.19,7,2022-10-10,True
LOAN_001516,CUST_001577,mortgage,153650.7,25,2021-12-19,False
LOAN_001517,CUST_000340,personal,20926.8,4,2022-07-22,False
LOAN_001518,CUST_001495,personal,8095.56,3,2022-02-09,False
LOAN_001519,CUST_001166,auto,32228.77,3,2021-04-09,True
LOAN_001520,CUST_000036,personal,6298.94,2,2023-01-09,True
LOAN_001521,CUST_000693,auto,25632.84,6,2021-09-23,True
LOAN_001522,CUST_000789,personal,17150.03,5,2021-12-20,False
LOAN_001523,CUST_000932,business,62844.79,3,2023-02-06,True
LOAN_001524,CUST_001181,business,96581.78,7,2021-11-17,True
LOAN_001525,CUST_000481,business,162649.62,10,2023-10-28,True
LOAN_001526,CUST_000428,business,10000.0,7,2022-01-01,True
LOAN_001527,CUST_000804,business,10000.0,5,2021-02-10,True
LOAN_001528,CUST_001487,auto,23478.18,7,2023-04-02,False
LOAN_001529,CUST_001059,mortgage,325043.08,30,2021-10-08,False
LOAN_001530,CUST_001521,personal,12085.57,4,2021-05-02,False
LOAN_001531,CUST_001042,auto,10702.33,5,2021-10-11,False
LOAN_001532,CUST_001254,mortgage,254256.87,25,2023-12-03,False
LOAN_001533,CUST_001231,business,32636.31,7,2023-05-17,True
LOAN_001534,CUST_000158,personal,14102.17,3,2021-01-20,True
LOAN_001535,CUST_000472,business,106631.24,10,2021-05-24,True
LOAN_001536,CUST_000252,mortgage,225241.71,20,2023-08-03,True
LOAN_001537,CUST_001754,auto,27281.93,4,2023-04-15,False
LOAN_001538,CUST_000525,personal,29698.28,5,2023-10-05,True
LOAN_001539,CUST_001589,personal,11174.96,5,2022-11-25,False
LOAN_001540,CUST_001544,auto,5000.0,5,2023-06-01,True
LOAN_001541,CUST_000766,auto,34519.29,7,2023-09-01,False
LOAN_001542,CUST_001242,personal,6670.34,4,2021-06-16,True
LOAN_001543,CUST_001509,business,117203.12,5,2022-04-14,True
LOAN_001544,CUST_001326,mortgage,250388.31,25,2022-06-14,False
LOAN_001545,CUST_001488,mortgage,146179.54,30,2023-03-07,True
LOAN_001546,CUST_000678,auto,30890.38,5,2022-05-11,True
LOAN_001547,CUST_001945,auto,16695.82,6,2022-10-03,False
LOAN_001548,CUST_001823,personal,22672.28,4,2023-04-24,False
LOAN_001549,CUST_000117,personal,1000.0,5,2022-02-06,True
LOAN_001550,CUST_000684,mortgage,50000.0,20,2022-07-28,True
LOAN_001551,CUST_001282,mortgage,506057.09,20,2021-03-17,True
LOAN_001552,CUST_000974,personal,3497.29,5,2023-12-11,True
LOAN_001553,CUST_000205,auto,11894.06,5,2022-06-15,True
LOAN_001554,CUST_001793,auto,30343.77,5,2021-02-06,False
LOAN_001555,CUST_000063,personal,19526.92,2,2022-10-07,True
LOAN_001556,CUST_000498,mortgage,289807.62,30,2022-02-16,False
LOAN_001557,CUST_000191,business,169875.06,10,2021-12-04,True
LOAN_001558,CUST_001395,business,133420.93,10,2022-08-14,True
LOAN_001559,CUST_001071,business,116966.0,10,2022-05-20,False
LOAN_001560,CUST_001484,auto,41604.68,6,2022-10-18,True
LOAN_001561,CUST_000491,personal,17124.88,2,2022-12-21,True
LOAN_001562,CUST_001473,mortgage,374161.86,25,2022-12-03,False
LOAN_001563,CUST_001661,personal,21601.32,5,2023-02-04,False
LOAN_001564,CUST_000884,business,110577.27,10,2023-03-26,False
LOAN_001565,CUST_000313,auto,25672.75,6,2023-09-03,False
LOAN_001566,CUST_001415,personal,8582.38,2,2023-07-22,True
LOAN_001567,CUST_000021,personal,24429.1,5,2023-05-24,True
LOAN_001568,CUST_000828,mortgage,340615.69,25,2023-08-22,True
LOAN_001569,CUST_000272,personal,14247.67,2,2021-07-26,True
LOAN_001570,CUST_000981,personal,18622.1,3,2021-03-19,False
LOAN_001571,CUST_001393,mortgage,70481.21,20,2021-08-14,True
LOAN_001572,CUST_001467,personal,6443.2,4,2021-12-30,True
LOAN_001573,CUST_000015,personal,13225.7,2,2021-07-25,True
LOAN_001574,CUST_001582,auto,14712.85,7,2021-05-07,True
LOAN_001575,CUST_000306,business,10000.0,5,2023-10-09,False
LOAN_001576,CUST_000914,auto,26666.56,6,2023-11-30,True
LOAN_001577,CUST_001035,mortgage,233900.78,30,2022-04-14,False
LOAN_001578,CUST_018485,personal,18213.32,2,2021-03-17,False
LOAN_001579,CUST_000469,auto,30598.5,3,2023-05-29,True
LOAN_001580,CUST_000582,personal,3902.95,3,2023-10-11,True
LOAN_001581,CUST_000300,personal,17189.53,2,2023-07-01,False
LOAN_001582,CUST_001541,auto,27594.45,6,2022-07-21,True
LOAN_001583,CUST_001988,personal,9462.68,4,2022-03-24,False
LOAN_001584,CUST_000723,auto,42152.35,6,2021-01-24,False
LOAN_001585,CUST_000420,business,83106.47,10,2021-03-16,True
LOAN_001586,CUST_001649,mortgage,350114.28,25,2021-01-24,True
LOAN_001587,CUST_000675,auto,28901.31,5,2021-10-21,True
LOAN_001588,CUST_000779,personal,12983.59,3,2022-12-04,True
LOAN_001589,CUST_000511,mortgage,363143.61,25,2022-03-20,False
LOAN_001590,CUST_001860,personal,24609.34,4,2023-03-29,True
LOAN_001591,CUST_001934,personal,20547.71,3,2021-03-16,True
LOAN_001592,CUST_001888,business,53643.43,7,2023-12-22,True
LOAN_001593,CUST_001615,mortgage,135207.77,25,2021-01-08,True
LOAN_001594,CUST_001374,personal,15956.33,3,2022-03-19,True
LOAN_001595,CUST_001642,auto,29007.77,7,2022-06-11,True
LOAN_001596,CUST_001939,business,38899.27,10,2022-11-02,True
LOAN_001597,CUST_000713,personal,14983.68,5,2023-01-27,True
LOAN_001598,CUST_001324,personal,16551.12,4,2021-02-13,False
LOAN_001599,CUST_001056,business,10000.0,5,2023-04-17,False
LOAN_001600,CUST_000159,business,83234.42,10,2022-01-11,True
LOAN_001601,CUST_000766,personal,21479.87,5,2021-11-27,True
LOAN_001602,CUST_000401,business,28719.65,7,2021-09-17,True
LOAN_001603,CUST_000580,mortgage,63088.27,25,2022-08-23,False
LOAN_001604,CUST_000929,personal,10918.03,3,2022-07-01,True
LOAN_001605,CUST_001590,auto,19085.62,3,2021-07-24,True
LOAN_001606,CUST_000175,auto,25381.44,4,2023-09-26,True
LOAN_001607,CUST_001408,business,46640.01,10,2023-12-11,True
LOAN_001608,CUST_001712,education,43074.41,5,2021-05-12,False
LOAN_001609,CUST_000648,education,23117.17,10,2021-12-24,True
LOAN_001610,CUST_001989,personal,3995.14,3,2023-04-05,True
LOAN_001611,CUST_001560,auto,33952.1,7,2023-07-23,True
LOAN_001612,CUST_000815,personal,22927.56,5,2023-01-09,False
LOAN_001613,CUST_001925,mortgage,148475.2,25,2023-05-13,True
LOAN_001614,CUST_000167,mortgage,283591.56,30,2021-10-02,False
LOAN_001615,CUST_001917,education,25058.99,7,2021-04-16,True
LOAN_001616,CUST_000082,auto,23816.13,3,2023-07-09,True
LOAN_001617,CUST_001822,auto,32258.63,6,2023-01-10,True
LOAN_001618,CUST_000162,auto,31676.12,5,2021-11-29,True
LOAN_001619,CUST_000830,mortgage,188490.96,25,2023-09-15,False
LOAN_001620,CUST_000272,personal,10845.71,4,2021-04-12,True
LOAN_001621,CUST_000387,mortgage,320103.43,25,2021-11-10,False
LOAN_001622,CUST_000246,business,94796.34,10,2021-11-21,True
LOAN_001623,CUST_001041,mortgage,50000.0,30,2022-11-10,False
LOAN_001624,CUST_001177,mortgage,110147.74,20,2022-02-24,True
LOAN_001625,CUST_001729,mortgage,328573.06,30,2023-08-16,False
LOAN_001626,CUST_000650,mortgage,142126.54,25,2023-05-21,True
LOAN_001627,CUST_001688,education,29872.99,7,2022-01-06,False
